post_id,category,post_text,timestamp
3883,Exploit Kits,Zero-day exploits available for purchase.,2024-06-10 18:00:00
3884,Ransomware,"Dump of 10,000 stolen emails available.",2024-06-10 19:00:00
3885,Phishing,Anyone interested in malware development? I have samples.,2024-06-10 20:00:00
3886,Exploit Kits,Looking for botnet rental services. Need advice?,2024-06-10 21:00:00
3887,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-06-10 22:00:00
3888,Exploit Kits,Looking for botnet rental services. Need advice?,2024-06-10 23:00:00
3889,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-06-11 00:00:00
3890,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-11 01:00:00
3891,Carding,Exclusive forum for hackers—invites only!,2024-06-11 02:00:00
3892,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-06-11 03:00:00
3893,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-11 04:00:00
3894,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-06-11 05:00:00
3895,Phishing,Zero-day exploits available for purchase.,2024-06-11 06:00:00
3896,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-06-11 07:00:00
3897,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-06-11 08:00:00
3898,Carding,Looking for botnet rental services. Need advice?,2024-06-11 09:00:00
3899,Phishing,"Dump of 10,000 stolen emails available.",2024-06-11 10:00:00
3900,Data Leaks,"New exploit found in Windows 11, selling access.",2024-06-11 11:00:00
3901,Ransomware,Zero-day exploits available for purchase.,2024-06-11 12:00:00
3902,Data Leaks,"New exploit found in Windows 11, selling access.",2024-06-11 13:00:00
3903,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-06-11 14:00:00
3904,Phishing,Best anonymous VPN for dark web access?,2024-06-11 15:00:00
3905,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-11 16:00:00
3906,Exploit Kits,Zero-day exploits available for purchase.,2024-06-11 17:00:00
3907,Phishing,"Dump of 10,000 stolen emails available.",2024-06-11 18:00:00
3908,Data Leaks,Best anonymous VPN for dark web access?,2024-06-11 19:00:00
3909,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-11 20:00:00
3910,Exploit Kits,Best anonymous VPN for dark web access?,2024-06-11 21:00:00
3911,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-11 22:00:00
3912,Ransomware,"New exploit found in Windows 11, selling access.",2024-06-11 23:00:00
3913,Data Leaks,Exclusive forum for hackers—invites only!,2024-06-12 00:00:00
3914,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-06-12 01:00:00
3915,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-06-12 02:00:00
3916,Phishing,Best anonymous VPN for dark web access?,2024-06-12 03:00:00
3917,Data Leaks,Zero-day exploits available for purchase.,2024-06-12 04:00:00
3918,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-06-12 05:00:00
3919,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-12 06:00:00
3920,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-06-12 07:00:00
3921,Phishing,"Dump of 10,000 stolen emails available.",2024-06-12 08:00:00
3922,Stolen Credentials,"New exploit found in Windows 11, selling access.",2024-06-12 09:00:00
3923,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-12 10:00:00
3924,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-12 11:00:00
3925,Phishing,"Dump of 10,000 stolen emails available.",2024-06-12 12:00:00
3926,Data Leaks,Exclusive forum for hackers—invites only!,2024-06-12 13:00:00
3927,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-06-12 14:00:00
3928,Anonymity Services,Selling high-quality ransomware with encryption.,2024-06-12 15:00:00
3929,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-06-12 16:00:00
3930,Hacking Tools,Looking for botnet rental services. Need advice?,2024-06-12 17:00:00
3931,Carding,"Dump of 10,000 stolen emails available.",2024-06-12 18:00:00
3932,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-06-12 19:00:00
3933,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-12 20:00:00
3934,Data Leaks,Best anonymous VPN for dark web access?,2024-06-12 21:00:00
3935,Carding,Best anonymous VPN for dark web access?,2024-06-12 22:00:00
3936,Carding,Best anonymous VPN for dark web access?,2024-06-12 23:00:00
3937,Phishing,Best anonymous VPN for dark web access?,2024-06-13 00:00:00
3938,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-06-13 01:00:00
3939,Hacking Tools,Zero-day exploits available for purchase.,2024-06-13 02:00:00
3940,Hacking Tools,Looking for botnet rental services. Need advice?,2024-06-13 03:00:00
3941,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-13 04:00:00
3942,Phishing,Exclusive forum for hackers—invites only!,2024-06-13 05:00:00
3943,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-06-13 06:00:00
3944,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-06-13 07:00:00
3945,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-13 08:00:00
3946,Carding,Exclusive forum for hackers—invites only!,2024-06-13 09:00:00
3947,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-06-13 10:00:00
3948,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-06-13 11:00:00
3949,Exploit Kits,Anyone interested in malware development? I have samples.,2024-06-13 12:00:00
3950,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-06-13 13:00:00
3951,Carding,Selling high-quality ransomware with encryption.,2024-06-13 14:00:00
3952,Carding,Looking for botnet rental services. Need advice?,2024-06-13 15:00:00
3953,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-06-13 16:00:00
3954,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-13 17:00:00
3955,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-13 18:00:00
3956,Ransomware,Zero-day exploits available for purchase.,2024-06-13 19:00:00
3957,Hacking Tools,Exclusive forum for hackers—invites only!,2024-06-13 20:00:00
3958,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-13 21:00:00
3959,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-06-13 22:00:00
3960,Data Leaks,Looking for botnet rental services. Need advice?,2024-06-13 23:00:00
3961,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-06-14 00:00:00
3962,Carding,"New exploit found in Windows 11, selling access.",2024-06-14 01:00:00
3963,Anonymity Services,Exclusive forum for hackers—invites only!,2024-06-14 02:00:00
3964,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-14 03:00:00
3965,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-06-14 04:00:00
3966,Exploit Kits,Zero-day exploits available for purchase.,2024-06-14 05:00:00
3967,Ransomware,"New exploit found in Windows 11, selling access.",2024-06-14 06:00:00
3968,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-14 07:00:00
3969,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-14 08:00:00
3970,Hacking Tools,Anyone interested in malware development? I have samples.,2024-06-14 09:00:00
3971,Phishing,"Dump of 10,000 stolen emails available.",2024-06-14 10:00:00
3972,Carding,Zero-day exploits available for purchase.,2024-06-14 11:00:00
3973,Anonymity Services,Exclusive forum for hackers—invites only!,2024-06-14 12:00:00
3974,Stolen Credentials,Best anonymous VPN for dark web access?,2024-06-14 13:00:00
3975,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-06-14 14:00:00
3976,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-06-14 15:00:00
3977,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-06-14 16:00:00
3978,Stolen Credentials,"New exploit found in Windows 11, selling access.",2024-06-14 17:00:00
3979,Anonymity Services,Exclusive forum for hackers—invites only!,2024-06-14 18:00:00
3980,Ransomware,"New exploit found in Windows 11, selling access.",2024-06-14 19:00:00
3981,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-14 20:00:00
3982,Phishing,Zero-day exploits available for purchase.,2024-06-14 21:00:00
3983,Hacking Tools,Exclusive forum for hackers—invites only!,2024-06-14 22:00:00
3984,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-14 23:00:00
3985,Data Leaks,Zero-day exploits available for purchase.,2024-06-15 00:00:00
3986,Ransomware,Exclusive forum for hackers—invites only!,2024-06-15 01:00:00
3987,Exploit Kits,Anyone interested in malware development? I have samples.,2024-06-15 02:00:00
3988,Data Leaks,"New exploit found in Windows 11, selling access.",2024-06-15 03:00:00
3989,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-06-15 04:00:00
3990,Hacking Tools,Anyone interested in malware development? I have samples.,2024-06-15 05:00:00
3991,Hacking Tools,Exclusive forum for hackers—invites only!,2024-06-15 06:00:00
3992,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-06-15 07:00:00
3993,Phishing,Exclusive forum for hackers—invites only!,2024-06-15 08:00:00
3994,Phishing,"Dump of 10,000 stolen emails available.",2024-06-15 09:00:00
3995,Carding,"New exploit found in Windows 11, selling access.",2024-06-15 10:00:00
3996,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-15 11:00:00
3997,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-15 12:00:00
3998,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-06-15 13:00:00
3999,DDoS-for-hire,Zero-day exploits available for purchase.,2024-06-15 14:00:00
4000,Carding,Zero-day exploits available for purchase.,2024-06-15 15:00:00
4001,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-15 16:00:00
4002,Phishing,"Dump of 10,000 stolen emails available.",2024-06-15 17:00:00
4003,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-06-15 18:00:00
4004,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-06-15 19:00:00
4005,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-15 20:00:00
4006,Phishing,"New exploit found in Windows 11, selling access.",2024-06-15 21:00:00
4007,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-15 22:00:00
4008,Anonymity Services,Anyone interested in malware development? I have samples.,2024-06-15 23:00:00
4009,Phishing,Anyone interested in malware development? I have samples.,2024-06-16 00:00:00
4010,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-06-16 01:00:00
4011,Carding,Selling high-quality ransomware with encryption.,2024-06-16 02:00:00
4012,Phishing,Zero-day exploits available for purchase.,2024-06-16 03:00:00
4013,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-06-16 04:00:00
4014,Exploit Kits,Best anonymous VPN for dark web access?,2024-06-16 05:00:00
4015,Trojan Deployment,Zero-day exploits available for purchase.,2024-06-16 06:00:00
4016,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-16 07:00:00
4017,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-06-16 08:00:00
4018,Hacking Tools,Zero-day exploits available for purchase.,2024-06-16 09:00:00
4019,Anonymity Services,Selling high-quality ransomware with encryption.,2024-06-16 10:00:00
4020,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-06-16 11:00:00
4021,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-06-16 12:00:00
4022,Ransomware,Anyone interested in malware development? I have samples.,2024-06-16 13:00:00
4023,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-06-16 14:00:00
4024,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-06-16 15:00:00
4025,Exploit Kits,Zero-day exploits available for purchase.,2024-06-16 16:00:00
4026,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-06-16 17:00:00
4027,Data Leaks,Looking for botnet rental services. Need advice?,2024-06-16 18:00:00
4028,Phishing,"Dump of 10,000 stolen emails available.",2024-06-16 19:00:00
4029,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-16 20:00:00
4030,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-06-16 21:00:00
4031,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-06-16 22:00:00
4032,Phishing,Looking for buyers of stolen PayPal credentials.,2024-06-16 23:00:00
4033,Carding,Selling high-quality ransomware with encryption.,2024-06-17 00:00:00
4034,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-17 01:00:00
4035,Data Leaks,Selling high-quality ransomware with encryption.,2024-06-17 02:00:00
4036,Carding,Exclusive forum for hackers—invites only!,2024-06-17 03:00:00
4037,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-17 04:00:00
4038,Data Leaks,Exclusive forum for hackers—invites only!,2024-06-17 05:00:00
4039,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-17 06:00:00
4040,Data Leaks,Selling high-quality ransomware with encryption.,2024-06-17 07:00:00
4041,Exploit Kits,Exclusive forum for hackers—invites only!,2024-06-17 08:00:00
4042,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-17 09:00:00
4043,Exploit Kits,Looking for botnet rental services. Need advice?,2024-06-17 10:00:00
4044,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-17 11:00:00
4045,Data Leaks,"New exploit found in Windows 11, selling access.",2024-06-17 12:00:00
4046,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-17 13:00:00
4047,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-17 14:00:00
4048,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-17 15:00:00
4049,Exploit Kits,Looking for botnet rental services. Need advice?,2024-06-17 16:00:00
4050,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-06-17 17:00:00
4051,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-17 18:00:00
4052,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-06-17 19:00:00
4053,Carding,Looking for botnet rental services. Need advice?,2024-06-17 20:00:00
4054,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-06-17 21:00:00
4055,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-06-17 22:00:00
4056,Exploit Kits,Anyone interested in malware development? I have samples.,2024-06-17 23:00:00
4057,Carding,"New exploit found in Windows 11, selling access.",2024-06-18 00:00:00
4058,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-18 01:00:00
4059,Trojan Deployment,Best anonymous VPN for dark web access?,2024-06-18 02:00:00
4060,Carding,Selling high-quality ransomware with encryption.,2024-06-18 03:00:00
4061,Phishing,Looking for botnet rental services. Need advice?,2024-06-18 04:00:00
4062,Anonymity Services,Anyone interested in malware development? I have samples.,2024-06-18 05:00:00
4063,DDoS-for-hire,Zero-day exploits available for purchase.,2024-06-18 06:00:00
4064,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-06-18 07:00:00
4065,Trojan Deployment,Zero-day exploits available for purchase.,2024-06-18 08:00:00
4066,Trojan Deployment,Best anonymous VPN for dark web access?,2024-06-18 09:00:00
4067,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-18 10:00:00
4068,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-06-18 11:00:00
4069,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-06-18 12:00:00
4070,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-06-18 13:00:00
4071,Data Leaks,Selling high-quality ransomware with encryption.,2024-06-18 14:00:00
4072,Ransomware,Zero-day exploits available for purchase.,2024-06-18 15:00:00
4073,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-06-18 16:00:00
4074,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-06-18 17:00:00
4075,Ransomware,Selling high-quality ransomware with encryption.,2024-06-18 18:00:00
4076,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-06-18 19:00:00
4077,Carding,Best anonymous VPN for dark web access?,2024-06-18 20:00:00
4078,Trojan Deployment,Zero-day exploits available for purchase.,2024-06-18 21:00:00
4079,Ransomware,Selling high-quality ransomware with encryption.,2024-06-18 22:00:00
4080,Trojan Deployment,Best anonymous VPN for dark web access?,2024-06-18 23:00:00
4081,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-06-19 00:00:00
4082,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-06-19 01:00:00
4083,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-06-19 02:00:00
4084,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-19 03:00:00
4085,Ransomware,Looking for botnet rental services. Need advice?,2024-06-19 04:00:00
4086,Hacking Tools,Looking for botnet rental services. Need advice?,2024-06-19 05:00:00
4087,Carding,Looking for botnet rental services. Need advice?,2024-06-19 06:00:00
4088,Ransomware,Looking for botnet rental services. Need advice?,2024-06-19 07:00:00
4089,Phishing,Selling high-quality ransomware with encryption.,2024-06-19 08:00:00
4090,Data Leaks,Looking for botnet rental services. Need advice?,2024-06-19 09:00:00
4091,Ransomware,Best anonymous VPN for dark web access?,2024-06-19 10:00:00
4092,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-19 11:00:00
4093,Phishing,"Dump of 10,000 stolen emails available.",2024-06-19 12:00:00
4094,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-19 13:00:00
4095,Hacking Tools,Selling high-quality ransomware with encryption.,2024-06-19 14:00:00
4096,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-06-19 15:00:00
4097,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-06-19 16:00:00
4098,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-19 17:00:00
4099,Exploit Kits,Best anonymous VPN for dark web access?,2024-06-19 18:00:00
4100,Ransomware,Exclusive forum for hackers—invites only!,2024-06-19 19:00:00
4101,Carding,Anyone interested in malware development? I have samples.,2024-06-19 20:00:00
4102,Phishing,Looking for botnet rental services. Need advice?,2024-06-19 21:00:00
4103,Carding,"New exploit found in Windows 11, selling access.",2024-06-19 22:00:00
4104,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-19 23:00:00
4105,Ransomware,Exclusive forum for hackers—invites only!,2024-06-20 00:00:00
4106,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-20 01:00:00
4107,Stolen Credentials,Best anonymous VPN for dark web access?,2024-06-20 02:00:00
4108,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-06-20 03:00:00
4109,Phishing,"New exploit found in Windows 11, selling access.",2024-06-20 04:00:00
4110,Carding,Best anonymous VPN for dark web access?,2024-06-20 05:00:00
4111,Hacking Tools,Zero-day exploits available for purchase.,2024-06-20 06:00:00
4112,Phishing,"Dump of 10,000 stolen emails available.",2024-06-20 07:00:00
4113,Ransomware,Exclusive forum for hackers—invites only!,2024-06-20 08:00:00
4114,Carding,Best anonymous VPN for dark web access?,2024-06-20 09:00:00
4115,Phishing,Selling high-quality ransomware with encryption.,2024-06-20 10:00:00
4116,Anonymity Services,Selling high-quality ransomware with encryption.,2024-06-20 11:00:00
4117,Carding,Looking for botnet rental services. Need advice?,2024-06-20 12:00:00
4118,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-20 13:00:00
4119,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-20 14:00:00
4120,Ransomware,Exclusive forum for hackers—invites only!,2024-06-20 15:00:00
4121,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-20 16:00:00
4122,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-20 17:00:00
4123,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-20 18:00:00
4124,Exploit Kits,Best anonymous VPN for dark web access?,2024-06-20 19:00:00
4125,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-20 20:00:00
4126,Carding,Exclusive forum for hackers—invites only!,2024-06-20 21:00:00
4127,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-06-20 22:00:00
4128,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-06-20 23:00:00
4129,Trojan Deployment,Best anonymous VPN for dark web access?,2024-06-21 00:00:00
4130,Carding,Looking for botnet rental services. Need advice?,2024-06-21 01:00:00
4131,Phishing,Selling high-quality ransomware with encryption.,2024-06-21 02:00:00
4132,Carding,Best anonymous VPN for dark web access?,2024-06-21 03:00:00
4133,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-06-21 04:00:00
4134,Carding,"Dump of 10,000 stolen emails available.",2024-06-21 05:00:00
4135,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-06-21 06:00:00
4136,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-21 07:00:00
4137,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-06-21 08:00:00
4138,Anonymity Services,Zero-day exploits available for purchase.,2024-06-21 09:00:00
4139,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-21 10:00:00
4140,Exploit Kits,Exclusive forum for hackers—invites only!,2024-06-21 11:00:00
4141,Anonymity Services,Selling high-quality ransomware with encryption.,2024-06-21 12:00:00
4142,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-21 13:00:00
4143,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-06-21 14:00:00
4144,Exploit Kits,Anyone interested in malware development? I have samples.,2024-06-21 15:00:00
4145,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-06-21 16:00:00
4146,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-06-21 17:00:00
4147,Phishing,Selling high-quality ransomware with encryption.,2024-06-21 18:00:00
4148,Carding,Selling high-quality ransomware with encryption.,2024-06-21 19:00:00
4149,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-21 20:00:00
4150,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-06-21 21:00:00
4151,Data Leaks,Exclusive forum for hackers—invites only!,2024-06-21 22:00:00
4152,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-06-21 23:00:00
4153,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-22 00:00:00
4154,Phishing,Looking for botnet rental services. Need advice?,2024-06-22 01:00:00
4155,Trojan Deployment,Zero-day exploits available for purchase.,2024-06-22 02:00:00
4156,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-22 03:00:00
4157,Phishing,Exclusive forum for hackers—invites only!,2024-06-22 04:00:00
4158,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-22 05:00:00
4159,Hacking Tools,Selling high-quality ransomware with encryption.,2024-06-22 06:00:00
4160,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-22 07:00:00
4161,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-22 08:00:00
4162,Data Leaks,Best anonymous VPN for dark web access?,2024-06-22 09:00:00
4163,Phishing,Exclusive forum for hackers—invites only!,2024-06-22 10:00:00
4164,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-22 11:00:00
4165,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-06-22 12:00:00
4166,Data Leaks,Exclusive forum for hackers—invites only!,2024-06-22 13:00:00
4167,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-22 14:00:00
4168,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-06-22 15:00:00
4169,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-22 16:00:00
4170,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-22 17:00:00
4171,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-22 18:00:00
4172,Phishing,Best anonymous VPN for dark web access?,2024-06-22 19:00:00
4173,Phishing,"Dump of 10,000 stolen emails available.",2024-06-22 20:00:00
4174,Data Leaks,Best anonymous VPN for dark web access?,2024-06-22 21:00:00
4175,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-06-22 22:00:00
4176,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-22 23:00:00
4177,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-23 00:00:00
4178,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-06-23 01:00:00
4179,Exploit Kits,Looking for botnet rental services. Need advice?,2024-06-23 02:00:00
4180,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-23 03:00:00
4181,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-06-23 04:00:00
4182,Trojan Deployment,Zero-day exploits available for purchase.,2024-06-23 05:00:00
4183,Data Leaks,Best anonymous VPN for dark web access?,2024-06-23 06:00:00
4184,Anonymity Services,Selling high-quality ransomware with encryption.,2024-06-23 07:00:00
4185,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-23 08:00:00
4186,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-23 09:00:00
4187,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-23 10:00:00
4188,Phishing,"Dump of 10,000 stolen emails available.",2024-06-23 11:00:00
4189,Phishing,"Dump of 10,000 stolen emails available.",2024-06-23 12:00:00
4190,Phishing,Zero-day exploits available for purchase.,2024-06-23 13:00:00
4191,Ransomware,"New exploit found in Windows 11, selling access.",2024-06-23 14:00:00
4192,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-23 15:00:00
4193,Carding,Best anonymous VPN for dark web access?,2024-06-23 16:00:00
4194,Phishing,Exclusive forum for hackers—invites only!,2024-06-23 17:00:00
4195,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-23 18:00:00
4196,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-23 19:00:00
4197,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-23 20:00:00
4198,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-23 21:00:00
4199,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-23 22:00:00
4200,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-23 23:00:00
4201,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-06-24 00:00:00
4202,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-24 01:00:00
4203,Carding,Looking for botnet rental services. Need advice?,2024-06-24 02:00:00
4204,Anonymity Services,Looking for botnet rental services. Need advice?,2024-06-24 03:00:00
4205,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-24 04:00:00
4206,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-24 05:00:00
4207,Carding,"New exploit found in Windows 11, selling access.",2024-06-24 06:00:00
4208,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-24 07:00:00
4209,Exploit Kits,Best anonymous VPN for dark web access?,2024-06-24 08:00:00
4210,Exploit Kits,Zero-day exploits available for purchase.,2024-06-24 09:00:00
4211,Phishing,Zero-day exploits available for purchase.,2024-06-24 10:00:00
4212,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-06-24 11:00:00
4213,Hacking Tools,Anyone interested in malware development? I have samples.,2024-06-24 12:00:00
4214,Ransomware,Anyone interested in malware development? I have samples.,2024-06-24 13:00:00
4215,Data Leaks,Anyone interested in malware development? I have samples.,2024-06-24 14:00:00
4216,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-06-24 15:00:00
4217,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-06-24 16:00:00
4218,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-06-24 17:00:00
4219,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-06-24 18:00:00
4220,Data Leaks,Looking for botnet rental services. Need advice?,2024-06-24 19:00:00
4221,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-24 20:00:00
4222,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-24 21:00:00
